         4        38       781       781B   
 E STATE HAS LABEL B   
 VIBRATIONAL LEVELS FOR STATE E IN 1/CM FOR J=  3
     2426.00  0.965949E+06 0.269596E+10 0.253145E+09 0.233662E+10
     2436.00  0.370414E+06 0.263815E+10 0.269896E+09 0.221651E+10
     2446.00  0.458764E+05 0.257808E+10 0.288217E+09 0.210457E+10
     2456.00  0.394866E+05 0.251600E+10 0.308182E+09 0.200037E+10
     2466.00  0.394782E+06 0.245213E+10 0.329863E+09 0.190349E+10
     2476.00  0.115100E+07 0.238673E+10 0.353331E+09 0.181351E+10
     2486.00  0.234245E+07 0.232003E+10 0.378649E+09 0.173001E+10
     2496.00  0.399802E+07 0.225227E+10 0.405877E+09 0.165260E+10
     2506.00  0.614072E+07 0.218369E+10 0.435067E+09 0.158089E+10
     2516.00  0.878733E+07 0.211451E+10 0.466264E+09 0.151450E+10
     2526.00  0.119482E+08 0.204497E+10 0.499504E+09 0.145307E+10
     2536.00  0.156269E+08 0.197530E+10 0.534813E+09 0.139624E+10
     2546.00  0.198203E+08 0.190569E+10 0.572207E+09 0.134370E+10
     2556.00  0.245189E+08 0.183635E+10 0.611690E+09 0.129510E+10
     2566.00  0.297059E+08 0.176749E+10 0.653255E+09 0.125015E+10
     2576.00  0.353588E+08 0.169928E+10 0.696881E+09 0.120854E+10
     2586.00  0.414483E+08 0.163190E+10 0.742535E+09 0.116999E+10
     2596.00  0.479395E+08 0.156552E+10 0.790168E+09 0.113425E+10
     2606.00  0.547920E+08 0.150027E+10 0.839720E+09 0.110103E+10
     2616.00  0.619604E+08 0.143630E+10 0.891115E+09 0.107011E+10
     2626.00  0.693947E+08 0.137374E+10 0.944262E+09 0.104125E+10
     2636.00  0.770408E+08 0.131270E+10 0.999058E+09 0.101422E+10
     2646.00  0.848414E+08 0.125328E+10 0.105539E+10 0.988811E+09
     2656.00  0.927362E+08 0.119556E+10 0.111311E+10 0.964819E+09
     2666.00  0.100663E+09 0.113962E+10 0.117210E+10 0.942051E+09
     2676.00  0.108558E+09 0.108553E+10 0.123218E+10 0.920324E+09
     2686.00  0.116357E+09 0.103334E+10 0.129319E+10 0.899463E+09
     2696.00  0.123994E+09 0.983083E+09 0.135496E+10 0.879304E+09
     2706.00  0.131407E+09 0.934794E+09 0.141730E+10 0.859691E+09
     2716.00  0.138531E+09 0.888491E+09 0.148001E+10 0.840477E+09
     2726.00  0.145305E+09 0.844185E+09 0.154289E+10 0.821526E+09
     2736.00  0.151672E+09 0.801873E+09 0.160572E+10 0.802710E+09
     2746.00  0.157575E+09 0.761550E+09 0.166830E+10 0.783911E+09
     2756.00  0.162962E+09 0.723197E+09 0.173041E+10 0.765020E+09
     2766.00  0.167785E+09 0.686793E+09 0.179183E+10 0.745940E+09
     2776.00  0.172002E+09 0.652307E+09 0.185234E+10 0.726584E+09
     2786.00  0.175573E+09 0.619703E+09 0.191172E+10 0.706875E+09
     2796.00  0.178466E+09 0.588941E+09 0.196976E+10 0.686748E+09
     2806.00  0.180654E+09 0.559977E+09 0.202624E+10 0.666149E+09
     2816.00  0.182114E+09 0.532761E+09 0.208096E+10 0.645035E+09
     2826.00  0.182833E+09 0.507242E+09 0.213371E+10 0.623376E+09
     2836.00  0.182800E+09 0.483366E+09 0.218431E+10 0.601154E+09
     2846.00  0.182015E+09 0.461077E+09 0.223257E+10 0.578363E+09
     2856.00  0.180479E+09 0.440319E+09 0.227832E+10 0.555008E+09
     2866.00  0.178205E+09 0.421033E+09 0.232140E+10 0.531109E+09
     2876.00  0.175209E+09 0.403161E+09 0.236166E+10 0.506695E+09
     2886.00  0.171513E+09 0.386646E+09 0.239895E+10 0.481810E+09
     2896.00  0.167147E+09 0.371430E+09 0.243316E+10 0.456506E+09
     2906.00  0.162144E+09 0.357458E+09 0.246418E+10 0.430849E+09
     2916.00  0.156546E+09 0.344674E+09 0.249192E+10 0.404916E+09
     2926.00  0.150397E+09 0.333025E+09 0.251629E+10 0.378792E+09
     2936.00  0.143747E+09 0.322459E+09 0.253723E+10 0.352573E+09
     2946.00  0.136650E+09 0.312927E+09 0.255471E+10 0.326364E+09
     2956.00  0.129165E+09 0.304380E+09 0.256868E+10 0.300278E+09
     2966.00  0.121354E+09 0.296775E+09 0.257913E+10 0.274435E+09
     2976.00  0.113280E+09 0.290066E+09 0.258606E+10 0.248960E+09
     2986.00  0.105011E+09 0.284213E+09 0.258950E+10 0.223984E+09
     2996.00  0.966170E+08 0.279178E+09 0.258947E+10 0.199643E+09
     3006.00  0.881669E+08 0.274922E+09 0.258602E+10 0.176072E+09
     3016.00  0.797323E+08 0.271412E+09 0.257920E+10 0.153413E+09
     3026.00  0.713848E+08 0.268615E+09 0.256910E+10 0.131804E+09
     3036.00  0.631957E+08 0.266499E+09 0.255579E+10 0.111384E+09
     3046.00  0.552353E+08 0.265036E+09 0.253939E+10 0.922900E+08
     3056.00  0.475728E+08 0.264196E+09 0.251999E+10 0.746550E+08
     3066.00  0.402757E+08 0.263954E+09 0.249772E+10 0.586081E+08
     3076.00  0.334089E+08 0.264284E+09 0.247270E+10 0.442726E+08
     3086.00  0.270349E+08 0.265162E+09 0.244508E+10 0.317651E+08
     3096.00  0.212127E+08 0.266563E+09 0.241499E+10 0.211944E+08
     3106.00  0.159978E+08 0.268463E+09 0.238260E+10 0.126603E+08
     3116.00  0.114417E+08 0.270841E+09 0.234805E+10 0.625304E+07
     3126.00  0.759176E+07 0.273673E+09 0.231151E+10 0.205232E+07
     3136.00  0.449036E+07 0.276936E+09 0.227314E+10 0.126405E+06
     3146.00  0.217516E+07 0.280606E+09 0.223311E+10 0.531569E+06
     3156.00  0.678631E+06 0.284662E+09 0.219158E+10 0.331154E+07
     3166.00  0.278830E+05 0.289077E+09 0.214873E+10 0.849703E+07
     3176.00  0.244522E+06 0.293828E+09 0.210472E+10 0.161054E+08
     3186.00  0.134453E+07 0.298889E+09 0.205972E+10 0.261403E+08
     3196.00  0.333820E+07 0.304234E+09 0.201389E+10 0.385919E+08
     3206.00  0.623008E+07 0.309835E+09 0.196739E+10 0.534362E+08
     3216.00  0.100190E+08 0.315665E+09 0.192038E+10 0.706360E+08
     3226.00  0.146981E+08 0.321695E+09 0.187301E+10 0.901404E+08
     3236.00  0.202550E+08 0.327894E+09 0.182543E+10 0.111885E+09
     3246.00  0.266717E+08 0.334231E+09 0.177779E+10 0.135794E+09
     3256.00  0.339251E+08 0.340675E+09 0.173021E+10 0.161778E+09
     3266.00  0.419867E+08 0.347193E+09 0.168283E+10 0.189735E+09
     3276.00  0.508232E+08 0.353750E+09 0.163577E+10 0.219556E+09
     3286.00  0.603968E+08 0.360314E+09 0.158916E+10 0.251118E+09
     3296.00  0.706652E+08 0.366848E+09 0.154309E+10 0.284289E+09
     3306.00  0.815820E+08 0.373317E+09 0.149766E+10 0.318931E+09
     3316.00  0.930969E+08 0.379686E+09 0.145298E+10 0.354897E+09
     3326.00  0.105157E+09 0.385919E+09 0.140913E+10 0.392032E+09
     3336.00  0.117704E+09 0.391979E+09 0.136619E+10 0.430177E+09
     3346.00  0.130681E+09 0.397831E+09 0.132422E+10 0.469170E+09
     3356.00  0.144025E+09 0.403439E+09 0.128330E+10 0.508843E+09
     3366.00  0.157673E+09 0.408767E+09 0.124347E+10 0.549026E+09
     3376.00  0.171559E+09 0.413783E+09 0.120480E+10 0.589550E+09
     3386.00  0.185619E+09 0.418451E+09 0.116731E+10 0.630243E+09
     3396.00  0.199785E+09 0.422740E+09 0.113106E+10 0.670937E+09
     3406.00  0.213990E+09 0.426619E+09 0.109606E+10 0.711462E+09
     3416.00  0.228167E+09 0.430057E+09 0.106234E+10 0.751654E+09
     3426.00  0.242250E+09 0.433027E+09 0.102993E+10 0.791352E+09
     3436.00  0.256174E+09 0.435502E+09 0.998822E+09 0.830400E+09
     3446.00  0.269875E+09 0.437458E+09 0.969038E+09 0.868647E+09
     3456.00  0.283289E+09 0.438873E+09 0.940578E+09 0.905948E+09
     3466.00  0.296355E+09 0.439727E+09 0.913441E+09 0.942166E+09
     3476.00  0.309017E+09 0.440001E+09 0.887623E+09 0.977172E+09
     3486.00  0.321217E+09 0.439682E+09 0.863115E+09 0.101084E+10
     3496.00  0.332902E+09 0.438756E+09 0.839905E+09 0.104307E+10
     3506.00  0.344024E+09 0.437213E+09 0.817981E+09 0.107375E+10
     3516.00  0.354534E+09 0.435048E+09 0.797324E+09 0.110279E+10
     3526.00  0.364389E+09 0.432255E+09 0.777917E+09 0.113010E+10
     3536.00  0.373551E+09 0.428834E+09 0.759739E+09 0.115562E+10
     3546.00  0.381984E+09 0.424787E+09 0.742768E+09 0.117928E+10
     3556.00  0.389656E+09 0.420117E+09 0.726980E+09 0.120102E+10
     3566.00  0.396540E+09 0.414833E+09 0.712352E+09 0.122082E+10
     3576.00  0.402612E+09 0.408944E+09 0.698858E+09 0.123863E+10
     3586.00  0.407853E+09 0.402465E+09 0.686472E+09 0.125444E+10
     3596.00  0.412249E+09 0.395411E+09 0.675169E+09 0.126823E+10
     3606.00  0.415788E+09 0.387802E+09 0.664921E+09 0.128001E+10
     3616.00  0.418465E+09 0.379657E+09 0.655702E+09 0.128978E+10
     3626.00  0.420277E+09 0.371002E+09 0.647486E+09 0.129756E+10
     3636.00  0.421226E+09 0.361862E+09 0.640245E+09 0.130339E+10
     3646.00  0.421318E+09 0.352266E+09 0.633954E+09 0.130728E+10
     3656.00  0.420562E+09 0.342244E+09 0.628586E+09 0.130929E+10
     3666.00  0.418973E+09 0.331830E+09 0.624115E+09 0.130946E+10
     3676.00  0.416568E+09 0.321056E+09 0.620515E+09 0.130786E+10
     3686.00  0.413367E+09 0.309960E+09 0.617759E+09 0.130454E+10
     3696.00  0.409393E+09 0.298577E+09 0.615823E+09 0.129957E+10
     3706.00  0.404675E+09 0.286947E+09 0.614681E+09 0.129303E+10
     3716.00  0.399242E+09 0.275109E+09 0.614307E+09 0.128500E+10
     3726.00  0.393125E+09 0.263103E+09 0.614676E+09 0.127554E+10
     3736.00  0.386361E+09 0.250970E+09 0.615761E+09 0.126476E+10
     3746.00  0.378985E+09 0.238751E+09 0.617538E+09 0.125274E+10
     3756.00  0.371037E+09 0.226487E+09 0.619980E+09 0.123956E+10
     3766.00  0.362557E+09 0.214220E+09 0.623060E+09 0.122532E+10
     3776.00  0.353586E+09 0.201990E+09 0.626752E+09 0.121011E+10
     3786.00  0.344169E+09 0.189838E+09 0.631028E+09 0.119401E+10
     3796.00  0.334349E+09 0.177805E+09 0.635861E+09 0.117713E+10
     3806.00  0.324169E+09 0.165928E+09 0.641221E+09 0.115955E+10
     3816.00  0.313676E+09 0.154247E+09 0.647080E+09 0.114137E+10
     3826.00  0.302914E+09 0.142798E+09 0.653408E+09 0.112266E+10
     3836.00  0.291928E+09 0.131616E+09 0.660172E+09 0.110352E+10
     3846.00  0.280763E+09 0.120736E+09 0.667343E+09 0.108404E+10
     3856.00  0.269463E+09 0.110190E+09 0.674886E+09 0.106428E+10
     3866.00  0.258070E+09 0.100008E+09 0.682769E+09 0.104434E+10
     3876.00  0.246628E+09 0.902193E+08 0.690955E+09 0.102429E+10
     3886.00  0.235177E+09 0.808497E+08 0.699411E+09 0.100421E+10
     3896.00  0.223758E+09 0.719237E+08 0.708099E+09 0.984151E+09
     3906.00  0.212408E+09 0.634634E+08 0.716982E+09 0.964192E+09
     3916.00  0.201164E+09 0.554886E+08 0.726022E+09 0.944394E+09
     3926.00  0.190060E+09 0.480167E+08 0.735178E+09 0.924815E+09
     3936.00  0.179130E+09 0.410625E+08 0.744412E+09 0.905509E+09
     3946.00  0.168405E+09 0.346385E+08 0.753682E+09 0.886528E+09
     3956.00  0.157913E+09 0.287546E+08 0.762948E+09 0.867919E+09
     3966.00  0.147680E+09 0.234184E+08 0.772167E+09 0.849725E+09
     3976.00  0.137731E+09 0.186347E+08 0.781298E+09 0.831987E+09
     3986.00  0.128087E+09 0.144061E+08 0.790298E+09 0.814742E+09
     3996.00  0.118768E+09 0.107325E+08 0.799124E+09 0.798021E+09
     4006.00  0.109790E+09 0.761158E+07 0.807735E+09 0.781856E+09
     4016.00  0.101170E+09 0.503855E+07 0.816088E+09 0.766272E+09
     4026.00  0.929179E+08 0.300638E+07 0.824142E+09 0.751292E+09
     4036.00  0.850448E+08 0.150580E+07 0.831853E+09 0.736938E+09
     4046.00  0.775578E+08 0.525432E+06 0.839183E+09 0.723226E+09
     4056.00  0.704625E+08 0.518394E+05 0.846091E+09 0.710173E+09
     4066.00  0.637617E+08 0.696589E+05 0.852537E+09 0.697789E+09
     4076.00  0.574564E+08 0.561704E+06 0.858484E+09 0.686087E+09
     4086.00  0.515454E+08 0.150908E+07 0.863896E+09 0.675073E+09
     4096.00  0.460257E+08 0.289132E+07 0.868737E+09 0.664756E+09
     4106.00  0.408922E+08 0.468649E+07 0.872975E+09 0.655138E+09
     4116.00  0.361381E+08 0.687136E+07 0.876576E+09 0.646223E+09
     4126.00  0.317550E+08 0.942150E+07 0.879512E+09 0.638013E+09
     4136.00  0.277329E+08 0.123115E+08 0.881755E+09 0.630507E+09
     4146.00  0.240606E+08 0.155149E+08 0.883280E+09 0.623705E+09
     4156.00  0.207254E+08 0.190047E+08 0.884063E+09 0.617605E+09
     4166.00  0.177135E+08 0.227531E+08 0.884084E+09 0.612204E+09
     4176.00  0.150102E+08 0.267321E+08 0.883326E+09 0.607498E+09
     4186.00  0.125999E+08 0.309130E+08 0.881772E+09 0.603482E+09
     4196.00  0.104664E+08 0.352674E+08 0.879411E+09 0.600151E+09
     4206.00  0.859265E+07 0.397664E+08 0.876231E+09 0.597499E+09
     4216.00  0.696146E+07 0.443816E+08 0.872228E+09 0.595519E+09
     4226.00  0.555523E+07 0.490845E+08 0.867395E+09 0.594205E+09
     4236.00  0.435622E+07 0.538473E+08 0.861733E+09 0.593549E+09
     4246.00  0.334668E+07 0.586425E+08 0.855243E+09 0.593543E+09
     4256.00  0.250897E+07 0.634431E+08 0.847930E+09 0.594179E+09
     4266.00  0.182569E+07 0.682231E+08 0.839801E+09 0.595447E+09
     4276.00  0.127981E+07 0.729572E+08 0.830868E+09 0.597338E+09
     4286.00  0.854766E+06 0.776209E+08 0.821143E+09 0.599842E+09
     4296.00  0.534590E+06 0.821909E+08 0.810643E+09 0.602949E+09
     4306.00  0.303992E+06 0.866450E+08 0.799387E+09 0.606647E+09
     4316.00  0.148468E+06 0.909621E+08 0.787396E+09 0.610924E+09
     4326.00  0.543841E+05 0.951224E+08 0.774694E+09 0.615770E+09
     4336.00  0.905635E+04 0.991074E+08 0.761309E+09 0.621169E+09
     4346.00  0.822419E+03 0.102900E+09 0.747269E+09 0.627110E+09
     4356.00  0.191049E+05 0.106484E+09 0.732604E+09 0.633576E+09
     4366.00  0.544658E+05 0.109846E+09 0.717349E+09 0.640553E+09
     4376.00  0.986531E+05 0.112973E+09 0.701537E+09 0.648024E+09
     4386.00  0.144637E+06 0.115853E+09 0.685207E+09 0.655972E+09
     4396.00  0.186640E+06 0.118477E+09 0.668395E+09 0.664379E+09
     4406.00  0.220156E+06 0.120837E+09 0.651142E+09 0.673225E+09
     4416.00  0.241959E+06 0.122925E+09 0.633488E+09 0.682491E+09
     4426.00  0.250110E+06 0.124736E+09 0.615476E+09 0.692153E+09
     4436.00  0.243948E+06 0.126267E+09 0.597148E+09 0.702191E+09
     4446.00  0.224077E+06 0.127516E+09 0.578548E+09 0.712579E+09
     4456.00  0.192344E+06 0.128481E+09 0.559720E+09 0.723294E+09
     4466.00  0.151809E+06 0.129162E+09 0.540708E+09 0.734309E+09
     4476.00  0.106707E+06 0.129563E+09 0.521556E+09 0.745596E+09
     4486.00  0.624081E+05 0.129685E+09 0.502309E+09 0.757128E+09
     4511.00  0.373172E+01 0.128805E+09 0.454063E+09 0.786831E+09
     4536.00  0.113205E+06 0.126315E+09 0.406171E+09 0.817384E+09
     4561.00  0.562869E+06 0.122354E+09 0.359274E+09 0.848259E+09
     4586.00  0.153566E+07 0.117091E+09 0.313964E+09 0.878897E+09
     4611.00  0.323565E+07 0.110721E+09 0.270777E+09 0.908718E+09
     4636.00  0.587546E+07 0.103455E+09 0.230174E+09 0.937131E+09
     4661.00  0.966718E+07 0.955126E+08 0.192538E+09 0.963542E+09
     4686.00  0.148134E+08 0.871141E+08 0.158168E+09 0.987375E+09
     4711.00  0.214989E+08 0.784746E+08 0.127275E+09 0.100808E+10
     4736.00  0.298824E+08 0.697967E+08 0.999830E+08 0.102514E+10
     4761.00  0.400900E+08 0.612656E+08 0.763312E+08 0.103811E+10
     4786.00  0.522092E+08 0.530446E+08 0.562779E+08 0.104658E+10
     4811.00  0.662842E+08 0.452719E+08 0.397076E+08 0.105024E+10
     4836.00  0.823130E+08 0.380584E+08 0.264398E+08 0.104885E+10
     4861.00  0.100245E+09 0.314868E+08 0.162382E+08 0.104227E+10
     4886.00  0.119981E+09 0.256113E+08 0.882125E+07 0.103045E+10
     4911.00  0.141375E+09 0.204587E+08 0.387371E+07 0.101342E+10
     4936.00  0.164234E+09 0.160305E+08 0.105769E+07 0.991333E+09
     4961.00  0.188326E+09 0.123057E+08 0.239258E+05 0.964401E+09
     4986.00  0.213378E+09 0.924360E+07 0.422385E+06 0.932939E+09
     5011.00  0.239089E+09 0.678838E+07 0.191207E+07 0.897334E+09
     5036.00  0.265133E+09 0.487274E+07 0.416979E+07 0.858038E+09
     5061.00  0.291164E+09 0.342246E+07 0.689758E+07 0.815560E+09
     5086.00  0.316828E+09 0.236071E+07 0.982886E+07 0.770448E+09
     5111.00  0.341766E+09 0.161227E+07 0.127329E+08 0.723283E+09
     5136.00  0.365625E+09 0.110742E+07 0.154181E+08 0.674658E+09
     5161.00  0.388063E+09 0.785459E+06 0.177332E+08 0.625170E+09
     5186.00  0.408760E+09 0.597694E+06 0.195677E+08 0.575407E+09
     5211.00  0.427417E+09 0.509827E+06 0.208504E+08 0.525933E+09
     5236.00  0.443772E+09 0.503683E+06 0.215474E+08 0.477277E+09
     5261.00  0.457594E+09 0.578237E+06 0.216581E+08 0.429926E+09
     5286.00  0.468697E+09 0.749932E+06 0.212116E+08 0.384315E+09
     5311.00  0.476936E+09 0.105229E+07 0.202615E+08 0.340822E+09
     5336.00  0.482212E+09 0.153483E+07 0.188807E+08 0.299763E+09
     5361.00  0.484474E+09 0.226144E+07 0.171561E+08 0.261389E+09
     5386.00  0.483718E+09 0.330804E+07 0.151834E+08 0.225884E+09
     5411.00  0.479986E+09 0.475999E+07 0.130613E+08 0.193370E+09
     5436.00  0.473363E+09 0.670889E+07 0.108875E+08 0.163905E+09
     5461.00  0.463980E+09 0.924931E+07 0.875359E+07 0.137488E+09
     5511.00  0.437626E+09 0.164764E+08 0.492275E+07 0.935395E+08
     5561.00  0.402639E+09 0.271220E+08 0.206633E+07 0.605695E+08
     5611.00  0.361124E+09 0.416929E+08 0.431627E+06 0.370950E+08
     5661.00  0.315402E+09 0.604300E+08 0.688441E+04 0.213408E+08
     5711.00  0.267839E+09 0.832436E+08 0.556573E+06 0.114655E+08
     5761.00  0.220674E+09 0.109683E+09 0.169050E+07 0.575134E+07
     5811.00  0.175882E+09 0.138941E+09 0.295317E+07 0.274353E+07
     5861.00  0.135067E+09 0.169902E+09 0.391862E+07 0.133055E+07
     5911.00  0.993864E+08 0.201209E+09 0.427667E+07 0.766861E+06
     5961.00  0.695264E+08 0.231367E+09 0.389888E+07 0.644931E+06
     6011.00  0.457107E+08 0.258855E+09 0.287628E+07 0.829193E+06
     6061.00  0.277448E+08 0.282241E+09 0.152483E+07 0.136709E+07
     6111.00  0.150888E+08 0.300289E+09 0.359196E+06 0.239302E+07
     6161.00  0.694912E+07 0.312055E+09 0.389800E+05 0.403964E+07
     6211.00  0.237972E+07 0.316948E+09 0.129481E+07 0.636789E+07
     6261.00  0.384858E+06 0.314772E+09 0.484349E+07 0.932332E+07
     6311.00  0.139926E+05 0.305730E+09 0.113021E+08 0.127216E+08
     6361.00  0.442290E+06 0.290398E+09 0.211111E+08 0.162623E+08
     6411.00  0.103160E+07 0.269674E+09 0.344733E+08 0.195660E+08
     6461.00  0.136873E+07 0.244700E+09 0.513170E+08 0.222276E+08
     6511.00  0.127999E+07 0.216779E+09 0.712839E+08 0.238765E+08
     6561.00  0.822886E+06 0.187273E+09 0.937448E+08 0.242357E+08
     6611.00  0.257730E+06 0.157514E+09 0.117839E+09 0.231705E+08
     6661.00  0.287407E+04 0.128717E+09 0.142534E+09 0.207211E+08
     6711.00  0.578688E+06 0.101914E+09 0.166700E+09 0.171148E+08
     6761.00  0.254548E+07 0.778975E+08 0.189192E+09 0.127566E+08
     6811.00  0.644078E+07 0.571996E+08 0.208930E+09 0.819909E+07
     6861.00  0.127210E+08 0.400825E+08 0.224972E+09 0.409519E+07
     6911.00  0.217119E+08 0.265552E+08 0.236578E+09 0.113886E+07
     6961.00  0.335705E+08 0.164073E+08 0.243255E+09 0.135327E+03
     7011.00  0.482623E+08 0.925547E+07 0.244777E+09 0.126101E+07
     7061.00  0.655525E+08 0.459928E+07 0.241197E+09 0.535836E+07
     7111.00  0.850134E+08 0.187974E+07 0.232825E+09 0.125394E+08
     7161.00  0.106045E+09 0.535952E+06 0.220197E+09 0.228334E+08
     7211.00  0.127910E+09 0.552754E+05 0.204033E+09 0.360419E+08
     7261.00  0.149773E+09 0.133875E+05 0.185176E+09 0.517481E+08
     7311.00  0.170750E+09 0.101925E+06 0.164536E+09 0.693438E+08
     7361.00  0.189960E+09 0.142480E+06 0.143029E+09 0.880710E+08
     7411.00  0.206577E+09 0.870777E+05 0.121523E+09 0.107075E+09
     7511.00  0.229256E+09 0.673497E+05 0.814772E+08 0.142362E+09
     7611.00  0.234806E+09 0.158485E+07 0.488776E+08 0.168660E+09
     7711.00  0.222223E+09 0.670616E+07 0.256566E+08 0.181391E+09
     7811.00  0.193629E+09 0.169858E+08 0.113993E+08 0.178924E+09
     7911.00  0.153773E+09 0.326979E+08 0.410141E+07 0.162705E+09
     8011.00  0.109044E+09 0.525451E+08 0.116769E+07 0.136586E+09
     8111.00  0.662442E+08 0.738803E+08 0.332770E+06 0.105655E+09
     8211.00  0.313749E+08 0.933250E+08 0.264741E+06 0.749330E+08
     8311.00  0.867937E+07 0.107572E+09 0.744978E+06 0.483197E+08
     8411.00  0.838947E+05 0.114139E+09 0.245159E+07 0.279946E+08
     8511.00  0.509814E+07 0.111899E+09 0.647733E+07 0.143664E+08
     8611.00  0.211394E+08 0.101264E+09 0.137629E+08 0.647032E+07
     8711.00  0.441731E+08 0.840465E+08 0.246208E+08 0.262603E+07
     8811.00  0.695206E+08 0.630490E+08 0.384760E+08 0.112833E+07
     8911.00  0.926754E+08 0.415057E+08 0.538750E+08 0.777654E+06
     9011.00  0.109992E+09 0.225101E+08 0.687431E+08 0.113491E+07
     9111.00  0.119146E+09 0.853178E+07 0.808071E+08 0.247966E+07
     9211.00  0.119329E+09 0.109545E+07 0.880730E+08 0.553395E+07
     9311.00  0.111171E+09 0.650852E+06 0.892452E+08 0.110668E+08
     9411.00  0.964510E+08 0.662323E+07 0.839961E+08 0.195085E+08
     9511.00  0.776607E+08 0.176069E+08 0.730395E+08 0.306822E+08
     9611.00  0.575229E+08 0.316504E+08 0.580018E+08 0.437185E+08
     9711.00  0.385357E+08 0.465779E+08 0.411289E+08 0.571612E+08
     9811.00  0.226185E+08 0.602998E+08 0.248955E+08 0.692278E+08
     9911.00  0.108995E+08 0.710723E+08 0.115930E+08 0.781552E+08
