# p_bar (bar) z (km) T (K) nH2 (cm-3) nHe (cm-3) nH (cm-3) nCH4 (cm-3) nC2H2 (cm-3) nC2H4 (cm-3) nC2H6 (cm-3)
3.524473e-03  123.13  163.48 2.526238e+16 3.122351e+15 3.742294e+07 5.382735e+13 7.250275e+08 5.080411e+10 4.409483e+07
3.334618e-03  124.36  163.48 2.399047e+16 2.961732e+15 3.967844e+07 5.108542e+13 7.141619e+08 4.891485e+10 4.394656e+07
3.154990e-03  125.59  163.48 2.271856e+16 2.801113e+15 4.193395e+07 4.834349e+13 7.032962e+08 4.702560e+10 4.379829e+07
2.985038e-03  126.82  163.48 2.144665e+16 2.640495e+15 4.418945e+07 4.560155e+13 6.924306e+08 4.513635e+10 4.365002e+07
2.824241e-03  128.05  163.48 2.017474e+16 2.479876e+15 4.644496e+07 4.285962e+13 6.815649e+08 4.324710e+10 4.350175e+07
2.672106e-03  129.28  163.48 1.890283e+16 2.319257e+15 4.870046e+07 4.011768e+13 6.706993e+08 4.135784e+10 4.335348e+07
2.528166e-03  130.52  163.48 1.784786e+16 2.183192e+15 5.093391e+07 3.785442e+13 6.716863e+08 3.982856e+10 4.320004e+07
2.391980e-03  131.75  163.48 1.709315e+16 2.081113e+15 5.313683e+07 3.625372e+13 6.890796e+08 3.879754e+10 4.303944e+07
2.263130e-03  132.99  163.48 1.633845e+16 1.979035e+15 5.533976e+07 3.465301e+13 7.064730e+08 3.776653e+10 4.287883e+07
2.141220e-03  134.22  163.48 1.558375e+16 1.876956e+15 5.754268e+07 3.305231e+13 7.238664e+08 3.673551e+10 4.271823e+07
2.025878e-03  135.46  163.48 1.482905e+16 1.774877e+15 5.974561e+07 3.145161e+13 7.412597e+08 3.570449e+10 4.255763e+07
1.916748e-03  136.69  163.48 1.407435e+16 1.672798e+15 6.194853e+07 2.985091e+13 7.586531e+08 3.467347e+10 4.239703e+07
1.813498e-03  137.93  163.48 1.331964e+16 1.570720e+15 6.415145e+07 2.825020e+13 7.760464e+08 3.364246e+10 4.223642e+07
1.715809e-03  139.16  163.48 1.256494e+16 1.468641e+15 6.635438e+07 2.664950e+13 7.934398e+08 3.261144e+10 4.207582e+07
1.623382e-03  140.40  163.49 1.188817e+16 1.378615e+15 6.918588e+07 2.521410e+13 8.111714e+08 3.165126e+10 4.211827e+07
1.535935e-03  141.64  163.50 1.137566e+16 1.313991e+15 7.334213e+07 2.412709e+13 8.296161e+08 3.084038e+10 4.258866e+07
