1.0985411419875573e-7, 6138.382540217237
1.6768329368110032e-7, 3155.2705857703795
2.559547922699533e-7, 1695.4582134814073
3.5564803062231213e-7, 833.6848833212263
5.179474679231202e-7, 375.12941304873664
7.196856730011499e-7, 230.2687839380305
9.540954763499925e-7, 108.31337311533129
1.1514E-06, 42.66362992068169
1.59986E-06, 19.197160426989765
2.32995E-06, 6.919537563554134
3.72759E-06, 2.7255414667899673
5.68987E-06, 1.1731786795620982
9.54095E-06, 0.4045166632321896
1.3895E-05, 0.15242082781222718
1.67683E-05,0.06858411
1.9307E-05, 0.020701046117250325
1.84207E-05,0.007137803
1.52642E-05,0.004009432
1.09854E-05,0.003072387
6.55129E-06,0.002154435
2.81177E-06,0.001510744
0.000001,0.001059371
5.428675439323859e-7,0.000887109
1.2648552168552957e-7,0.000650283
4.291934260128778e-8,0.000455994
1.2648552168552958e-8,0.00033426
2.6826957952797163e-9,0.00025614
5.179474679231202e-10,0.00018776
1.0985411419875573e-10,0.000143879
2.222996482526191e-11,0.000110253
4.291934260128778e-12,8.83182E-05
8.28642772854686e-13,7.07475E-05
1.6768329368110031e-13,5.92434E-05
3.088843596477472e-14,5.18604E-05
3.906939937054621e-15,3.80156E-05
7.906043210907702e-16,3.18339E-05
1.0985411419875573e-16,2.55006E-05
